geo,year,min_wage_eur,unemployment_rate,region
FR,2006,1102.0,8.9,Western Europe
FR,2007,1136.0,8.0,Western Europe
FR,2008,1145.0,7.4,Western Europe
FR,2009,1176.0,9.1,Western Europe
FR,2010,1203.0,9.3,Western Europe
FR,2011,1225.0,9.2,Western Europe
FR,2012,1249.0,9.8,Western Europe
FR,2013,1294.0,10.3,Western Europe
FR,2014,1301.0,10.3,Western Europe
FR,2015,1301.0,10.3,Western Europe
FR,2016,1305.0,10.1,Western Europe
FR,2017,1310.0,9.4,Western Europe
FR,2018,1315.0,9.0,Western Europe
FR,2019,1341.0,8.4,Western Europe
FR,2020,1363.0,8.0,Western Europe
FR,2021,1360.0,7.9,Western Europe
FR,2022,1426.0,7.3,Western Europe
FR,2023,1523.0,7.3,Western Europe
FR,2024,1589.0,7.4,Western Europe
FR,2025,1620.0,7.7,Western Europe
HR,2009,500.0,9.1,Southern Europe
HR,2010,516.0,11.7,Southern Europe
HR,2011,519.0,13.6,Southern Europe
HR,2012,526.0,16.1,Southern Europe
HR,2013,530.0,17.3,Southern Europe
HR,2014,577.0,17.3,Southern Europe
HR,2015,587.0,16.2,Southern Europe
HR,2016,604.0,13.0,Southern Europe
HR,2017,634.0,11.1,Southern Europe
HR,2018,657.0,8.3,Southern Europe
HR,2019,709.0,6.6,Southern Europe
HR,2020,762.0,7.4,Southern Europe
HR,2021,813.0,7.5,Southern Europe
HR,2022,857.0,6.8,Southern Europe
HR,2023,937.0,6.1,Southern Europe
HR,2024,1102.0,5.0,Southern Europe
HR,2025,1272.0,4.9,Southern Europe
HU,2009,1.430456961438305,9.7,Eastern Europe
HU,2010,1.4992013939305937,10.8,Eastern Europe
HU,2011,1.585710706231879,10.7,Eastern Europe
HU,2012,1.777009507346586,10.7,Eastern Europe
HU,2013,1.8223464816249537,9.8,Eastern Europe
HU,2014,1.7686501894982347,7.5,Eastern Europe
HU,2015,1.7806451612903227,6.6,Eastern Europe
HU,2016,1.8334189571024917,5.0,Eastern Europe
HU,2017,2.0246450402665026,4.0,Eastern Europe
HU,2018,2.057135689422685,3.6,Eastern Europe
HU,2019,2.090378112511528,3.3,Eastern Europe
HU,2020,1.9701067615658363,4.1,Eastern Europe
HU,2021,1.8381122392056233,4.0,Eastern Europe
HU,2022,1.9397377903856474,3.6,Eastern Europe
HU,2023,2.1526777530443892,4.1,Eastern Europe
HU,2024,2.3222868707310904,4.5,Eastern Europe
HU,2025,2.5165296528144405,4.4,Eastern Europe
IE,2009,1162.0,12.6,Western Europe
IE,2010,1216.0,14.6,Western Europe
IE,2011,1207.0,15.4,Western Europe
IE,2012,1200.0,15.5,Western Europe
IE,2013,1179.0,13.8,Western Europe
IE,2014,1143.0,11.9,Western Europe
IE,2015,1139.0,9.9,Western Europe
IE,2016,1195.0,8.4,Western Europe
IE,2017,1188.0,6.7,Western Europe
IE,2018,1203.0,5.8,Western Europe
IE,2019,1215.0,5.0,Western Europe
IE,2020,1169.0,5.9,Western Europe
IE,2021,1246.0,6.2,Western Europe
IE,2022,1284.0,4.5,Western Europe
IE,2023,1393.0,4.3,Western Europe
IE,2024,1554.0,4.3,Western Europe
IE,2025,1653.0,4.7,Western Europe
LT,2009,350.0,13.8,Northern Europe
LT,2010,360.0,17.8,Northern Europe
LT,2011,355.0,15.4,Northern Europe
LT,2012,354.0,13.4,Northern Europe
LT,2013,448.0,11.8,Northern Europe
LT,2014,448.0,10.7,Northern Europe
LT,2015,468.0,9.1,Northern Europe
LT,2016,538.0,7.9,Northern Europe
LT,2017,575.0,7.1,Northern Europe
LT,2018,593.0,6.2,Northern Europe
LT,2019,816.0,6.3,Northern Europe
LT,2020,868.0,8.5,Northern Europe
LT,2021,897.0,7.1,Northern Europe
LT,2022,925.0,6.0,Northern Europe
LT,2023,1023.0,6.9,Northern Europe
LT,2024,1132.0,7.1,Northern Europe
LT,2025,1272.0,6.9,Northern Europe
LU,2009,1373.0,5.1,Western Europe
LU,2010,1383.0,4.4,Western Europe
LU,2011,1436.0,4.9,Western Europe
LU,2012,1464.0,5.1,Western Europe
LU,2013,1514.0,5.9,Western Europe
LU,2014,1527.0,5.9,Western Europe
LU,2015,1532.0,6.7,Western Europe
LU,2016,1504.0,6.3,Western Europe
LU,2017,1552.0,5.5,Western Europe
LU,2018,1575.0,5.6,Western Europe
LU,2019,1583.0,5.6,Western Europe
LU,2020,1559.0,6.8,Western Europe
LU,2021,1588.0,5.3,Western Europe
LU,2022,1646.0,4.6,Western Europe
LU,2023,1782.0,5.2,Western Europe
LU,2024,1935.0,6.4,Western Europe
LU,2025,1986.0,6.5,Western Europe
LV,2009,339.0,17.7,Northern Europe
LV,2010,363.0,19.7,Northern Europe
LV,2011,390.0,16.3,Northern Europe
LV,2012,388.0,15.1,Northern Europe
LV,2013,393.0,11.9,Northern Europe
LV,2014,434.0,10.9,Northern Europe
LV,2015,492.0,9.9,Northern Europe
LV,2016,497.0,9.7,Northern Europe
LV,2017,507.0,8.7,Northern Europe
LV,2018,561.0,7.4,Northern Europe
LV,2019,552.0,6.3,Northern Europe
LV,2020,548.0,8.1,Northern Europe
LV,2021,665.0,7.6,Northern Europe
LV,2022,620.0,6.9,Northern Europe
LV,2023,756.0,6.5,Northern Europe
LV,2024,856.0,6.9,Northern Europe
LV,2025,905.0,6.9,Northern Europe
ME,2014,507.0,18.0,Other
ME,2015,513.0,17.6,Other
ME,2016,515.0,17.8,Other
ME,2017,506.0,16.1,Other
ME,2018,501.0,15.2,Other
ME,2019,505.0,15.2,Other
ME,2020,553.0,17.9,Other
MK,2013,6.608752131200779,29.0,Eastern Europe
MK,2014,7.156256288093677,28.0,Eastern Europe
MK,2015,7.190274463975589,26.1,Eastern Europe
MK,2016,7.695367356381554,23.7,Eastern Europe
MK,2017,8.006535151612594,22.4,Eastern Europe
MK,2018,9.07147443973891,20.8,Eastern Europe
MK,2019,9.527525769843592,17.3,Eastern Europe
MK,2020,10.847165225512402,16.4,Eastern Europe
MK,2021,11.713933415536374,15.5,Eastern Europe
MK,2022,11.197154300031807,14.4,Eastern Europe
MK,2023,12.914502742910425,13.1,Eastern Europe
MK,2024,14.337616736973008,12.3,Eastern Europe
MK,2025,16.074298981961064,11.5,Eastern Europe
MT,2009,787.0,6.9,Southern Europe
MT,2010,830.0,6.9,Southern Europe
MT,2011,824.0,6.4,Southern Europe
MT,2012,842.0,6.2,Southern Europe
MT,2013,840.0,6.1,Southern Europe
MT,2014,855.0,5.7,Southern Europe
MT,2015,859.0,5.4,Southern Europe
MT,2016,861.0,4.7,Southern Europe
MT,2017,853.0,4.0,Southern Europe
MT,2018,864.0,4.0,Southern Europe
MT,2019,881.0,4.1,Southern Europe
MT,2020,868.0,4.9,Southern Europe
MT,2021,856.0,3.8,Southern Europe
MT,2022,859.0,3.5,Southern Europe
MT,2023,918.0,3.5,Southern Europe
MT,2024,1010.0,3.2,Southern Europe
MT,2025,1049.0,3.1,Southern Europe
NL,2009,1280.0,5.4,Western Europe
NL,2010,1283.0,6.1,Western Europe
NL,2011,1284.0,6.0,Western Europe
NL,2012,1298.0,6.8,Western Europe
NL,2013,1312.0,8.2,Western Europe
NL,2014,1303.0,8.4,Western Europe
NL,2015,1316.0,7.9,Western Europe
NL,2016,1316.0,7.0,Western Europe
NL,2017,1352.0,5.9,Western Europe
NL,2018,1380.0,4.9,Western Europe
NL,2019,1380.0,4.4,Western Europe
NL,2020,1424.0,4.9,Western Europe
NL,2021,1459.0,4.2,Western Europe
NL,2022,1503.0,3.5,Western Europe
NL,2023,1654.0,3.6,Western Europe
NL,2024,1785.0,3.7,Western Europe
NL,2025,1891.0,3.9,Western Europe
PL,2009,509.0,8.5,Eastern Europe
PL,2010,543.0,10.0,Eastern Europe
PL,2011,572.0,10.0,Eastern Europe
PL,2012,623.0,10.4,Eastern Europe
PL,2013,666.0,10.6,Eastern Europe
PL,2014,691.0,9.2,Eastern Europe
PL,2015,726.0,7.7,Eastern Europe
PL,2016,758.0,6.3,Eastern Europe
PL,2017,800.0,5.0,Eastern Europe
PL,2018,826.0,3.9,Eastern Europe
PL,2019,875.0,3.3,Eastern Europe
PL,2020,991.0,3.2,Eastern Europe
PL,2021,1014.0,3.4,Eastern Europe
PL,2022,1042.0,2.9,Eastern Europe
PL,2023,1139.0,2.8,Eastern Europe
PL,2024,1364.0,2.9,Eastern Europe
PL,2025,1500.0,3.1,Eastern Europe
PT,2009,601.0,11.2,Southern Europe
PT,2010,636.0,12.6,Southern Europe
PT,2011,646.0,13.5,Southern Europe
PT,2012,650.0,16.6,Southern Europe
PT,2013,663.0,17.2,Southern Europe
PT,2014,656.0,14.6,Southern Europe
PT,2015,681.0,13.0,Southern Europe
PT,2016,708.0,11.5,Southern Europe
PT,2017,731.0,9.2,Southern Europe
PT,2018,768.0,7.2,Southern Europe
PT,2019,797.0,6.6,Southern Europe
PT,2020,821.0,7.1,Southern Europe
PT,2021,878.0,6.7,Southern Europe
PT,2022,942.0,6.2,Southern Europe
PT,2023,1022.0,6.5,Southern Europe
PT,2024,1100.0,6.5,Southern Europe
PT,2025,1167.0,6.0,Southern Europe
RO,2009,258.0,8.4,Eastern Europe
RO,2010,260.0,9.0,Eastern Europe
RO,2011,287.0,9.1,Eastern Europe
RO,2012,296.0,8.7,Eastern Europe
RO,2013,290.0,9.0,Eastern Europe
RO,2014,348.0,8.6,Eastern Europe
RO,2015,398.0,8.4,Eastern Europe
RO,2016,435.0,7.2,Eastern Europe
RO,2017,500.0,6.1,Eastern Europe
RO,2018,732.0,5.3,Eastern Europe
RO,2019,790.0,4.9,Eastern Europe
RO,2020,832.0,6.1,Eastern Europe
RO,2021,810.0,5.6,Eastern Europe
RO,2022,863.0,5.6,Eastern Europe
RO,2023,992.0,5.6,Eastern Europe
RO,2024,1042.0,5.4,Eastern Europe
RO,2025,1279.0,6.1,Eastern Europe
RS,2010,3.9109848209147438,21.1,Eastern Europe
RS,2011,3.9529103425005543,25.0,Eastern Europe
RS,2012,3.677260299643677,26.0,Eastern Europe
RS,2013,3.9332879016483573,24.2,Eastern Europe
RS,2014,3.7252996436669905,20.7,Eastern Europe
RS,2015,3.8017837737549365,19.0,Eastern Europe
RS,2016,3.6387885108501687,16.5,Eastern Europe
RS,2017,3.865277364556643,14.6,Eastern Europe
RS,2018,4.329018969896408,13.8,Eastern Europe
RS,2019,4.641398902355828,11.4,Eastern Europe
RS,2020,5.000948309075616,9.8,Eastern Europe
RS,2021,5.222274104749973,11.2,Eastern Europe
RS,2022,5.431691793207491,9.6,Eastern Europe
RS,2023,6.012726511347848,9.5,Eastern Europe
RS,2024,6.892422690846231,8.6,Eastern Europe
RS,2025,7.824058510647374,8.7,Eastern Europe
SI,2009,672.0,5.9,Southern Europe
SI,2010,687.0,7.3,Southern Europe
SI,2011,869.0,8.2,Southern Europe
SI,2012,892.0,8.9,Southern Europe
SI,2013,917.0,10.1,Southern Europe
SI,2014,916.0,9.7,Southern Europe
SI,2015,920.0,9.0,Southern Europe
SI,2016,910.0,8.0,Southern Europe
SI,2017,930.0,6.6,Southern Europe
SI,2018,968.0,5.1,Southern Europe
SI,2019,1021.0,4.4,Southern Europe
SI,2020,1078.0,5.0,Southern Europe
SI,2021,1175.0,4.8,Southern Europe
SI,2022,1216.0,4.0,Southern Europe
SI,2023,1344.0,3.7,Southern Europe
SI,2024,1390.0,3.7,Southern Europe
SI,2025,1417.0,3.9,Southern Europe
SK,2009,402.0,12.0,Eastern Europe
SK,2010,435.0,14.3,Eastern Europe
SK,2011,444.0,13.5,Eastern Europe
SK,2012,455.0,13.9,Eastern Europe
SK,2013,478.0,14.1,Eastern Europe
SK,2014,500.0,13.1,Eastern Europe
SK,2015,538.0,11.5,Eastern Europe
SK,2016,520.0,9.6,Eastern Europe
SK,2017,528.0,8.1,Eastern Europe
SK,2018,568.0,6.5,Eastern Europe
SK,2019,604.0,5.7,Eastern Europe
SK,2020,697.0,6.7,Eastern Europe
SK,2021,756.0,6.8,Eastern Europe
SK,2022,758.0,6.1,Eastern Europe
SK,2023,835.0,5.8,Eastern Europe
SK,2024,885.0,5.3,Eastern Europe
SK,2025,963.0,5.4,Eastern Europe
TR,2009,229.3005408903888,12.6,Other
TR,2010,262.96018031555224,10.7,Other
TR,2011,234.83617075883308,8.8,Other
TR,2012,246.8121893235358,8.2,Other
TR,2013,232.0899940793369,8.8,Other
TR,2014,208.15413727851367,9.9,Other
TR,2015,213.84895058667988,10.3,Other
TR,2016,238.68632787963986,10.9,Other
TR,2017,189.53550453817408,10.9,Other
TR,2018,135.7814881651103,10.9,Other
TR,2019,133.85133222183774,13.7,Other
TR,2020,101.05900902578618,13.2,Other
TR,2021,76.67135953730832,12.0,Other
TR,2022,39.864895914709805,10.5,Other
TR,2023,34.70537312158139,9.4,Other
TR,2024,29.853767140616302,8.8,Other
